,subject_uuid,session_date,lab_name,subject_project,performance,performance_easy,n_trials_date,training_day,training_week,subject_nickname,sex,subject_birth_date,institution_short,date_trained,weekend_water_regime
0,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-04,churchlandlab,ibl_neuropixel_brainwide_01,0.524823,52.4823,282,0,0,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
1,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-05,churchlandlab,ibl_neuropixel_brainwide_01,0.423792,42.3792,269,1,0,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
2,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-06,churchlandlab,ibl_neuropixel_brainwide_01,0.453968,45.3968,315,2,0,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
3,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-08,churchlandlab,ibl_neuropixel_brainwide_01,0.363881,36.3881,371,3,0,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
4,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-11,churchlandlab,ibl_neuropixel_brainwide_01,0.409766,40.976600000000005,471,4,1,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
5,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-12,churchlandlab,ibl_neuropixel_brainwide_01,0.332743,33.274300000000004,565,5,1,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
6,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-13,churchlandlab,ibl_neuropixel_brainwide_01,0.483926,48.3926,591,6,1,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
7,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-14,churchlandlab,ibl_neuropixel_brainwide_01,0.443674,44.3674,577,7,1,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
8,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-15,churchlandlab,ibl_neuropixel_brainwide_01,0.533502,53.3502,791,8,1,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
9,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-18,churchlandlab,ibl_neuropixel_brainwide_01,0.505017,50.50170000000001,598,9,2,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
10,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-19,churchlandlab,ibl_neuropixel_brainwide_01,0.634823,63.4823,649,10,2,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
11,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-20,churchlandlab,ibl_neuropixel_brainwide_01,0.537037,53.7037,540,11,2,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
12,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-21,churchlandlab,ibl_neuropixel_brainwide_01,0.714286,71.4286,672,12,2,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
13,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-22,churchlandlab,ibl_neuropixel_brainwide_01,0.692308,69.2308,403,13,2,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
14,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-25,churchlandlab,ibl_neuropixel_brainwide_01,0.77939,77.93900000000001,689,14,3,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
15,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-26,churchlandlab,ibl_neuropixel_brainwide_01,0.824427,82.4427,393,15,3,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
16,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-11-27,churchlandlab,ibl_neuropixel_brainwide_01,0.854839,87.4302,496,16,3,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
17,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-02,churchlandlab,ibl_neuropixel_brainwide_01,0.806709,87.01299999999999,626,17,3,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
18,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-03,churchlandlab,ibl_neuropixel_brainwide_01,0.809612,83.47109999999999,541,18,3,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
19,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-04,churchlandlab,ibl_neuropixel_brainwide_01,0.765799,85.0633,807,19,4,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
20,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-05,churchlandlab,ibl_neuropixel_brainwide_01,0.636943,88.66669999999999,628,20,4,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
21,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-06,churchlandlab,ibl_neuropixel_brainwide_01,0.586066,74.82990000000001,732,21,4,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
22,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-09,churchlandlab,ibl_neuropixel_brainwide_01,0.641558,96.3636,770,22,4,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
23,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-10,churchlandlab,ibl_neuropixel_brainwide_01,0.60149,91.3669,537,23,4,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
24,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-11,churchlandlab,ibl_neuropixel_brainwide_01,0.617496,92.8571,583,24,5,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
25,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-12,churchlandlab,ibl_neuropixel_brainwide_01,0.675832,96.5909,691,25,5,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
26,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-13,churchlandlab,ibl_neuropixel_brainwide_01,0.648693,96.0,612,26,5,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
27,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-16,churchlandlab,ibl_neuropixel_brainwide_01,0.569067,91.1458,847,27,5,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
28,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-17,churchlandlab,ibl_neuropixel_brainwide_01,0.658824,94.8387,680,28,5,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
29,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-18,churchlandlab,ibl_neuropixel_brainwide_01,0.686141,97.67439999999999,736,29,6,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
30,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-19,churchlandlab,ibl_neuropixel_brainwide_01,0.647945,95.8333,730,30,6,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
31,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-20,churchlandlab,ibl_neuropixel_brainwide_01,0.658407,96.6387,1130,31,6,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
32,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-23,churchlandlab,ibl_neuropixel_brainwide_01,0.638519,94.8148,675,32,6,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
33,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-24,churchlandlab,ibl_neuropixel_brainwide_01,0.683832,97.66080000000001,835,33,6,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
34,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2019-12-27,churchlandlab,ibl_neuropixel_brainwide_01,0.674797,98.4962,615,34,7,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
35,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-02,churchlandlab,ibl_neuropixel_brainwide_01,0.686411,96.3542,861,35,7,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
36,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-03,churchlandlab,ibl_neuropixel_brainwide_01,0.70615,98.4293,878,36,7,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
37,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-06,churchlandlab,ibl_neuropixel_brainwide_01,0.686813,93.3775,728,37,7,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
38,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-07,churchlandlab,ibl_neuropixel_brainwide_01,0.704545,97.3684,836,38,7,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
39,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-08,churchlandlab,ibl_neuropixel_brainwide_01,0.69181,89.3939,928,39,8,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
40,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-09,churchlandlab,ibl_neuropixel_brainwide_01,0.702675,92.1182,972,40,8,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
41,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-10,churchlandlab,ibl_neuropixel_brainwide_01,0.696639,90.74069999999999,1190,41,8,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
42,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-13,churchlandlab,ibl_neuropixel_brainwide_01,0.709169,97.82610000000001,698,42,8,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
43,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-14,churchlandlab,ibl_neuropixel_brainwide_01,0.729989,97.26780000000001,937,43,8,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
44,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-15,churchlandlab,ibl_neuropixel_brainwide_01,0.725089,97.479,1124,44,9,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
45,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-16,churchlandlab,ibl_neuropixel_brainwide_01,0.741674,96.875,1111,45,9,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
46,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-17,churchlandlab,ibl_neuropixel_brainwide_01,0.731686,97.7612,1133,46,9,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
47,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-21,churchlandlab,ibl_neuropixel_brainwide_01,0.716524,96.5753,702,47,9,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
48,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-22,churchlandlab,ibl_neuropixel_brainwide_01,0.692082,94.5736,682,48,9,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
49,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-23,churchlandlab,ibl_neuropixel_brainwide_01,0.732639,97.6471,1152,49,10,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
50,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-24,churchlandlab,ibl_neuropixel_brainwide_01,0.732125,97.1751,993,50,10,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
51,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-27,churchlandlab,ibl_neuropixel_brainwide_01,0.687751,98.0769,996,51,10,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
52,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-28,churchlandlab,ibl_neuropixel_brainwide_01,0.686957,98.3051,920,52,10,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
53,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-29,churchlandlab,ibl_neuropixel_brainwide_01,0.690696,96.0526,1193,53,10,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
54,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-30,churchlandlab,ibl_neuropixel_brainwide_01,0.689451,96.49119999999999,1185,54,11,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
55,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-01-31,churchlandlab,ibl_neuropixel_brainwide_01,0.713299,96.3964,1158,55,11,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
56,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-03,churchlandlab,ibl_neuropixel_brainwide_01,0.670247,96.4072,931,56,11,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
57,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-04,churchlandlab,ibl_neuropixel_brainwide_01,0.719075,97.26780000000001,865,57,11,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
58,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-05,churchlandlab,ibl_neuropixel_brainwide_01,0.712863,97.5708,1205,58,11,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
59,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-06,churchlandlab,ibl_neuropixel_brainwide_01,0.691472,96.6102,1196,59,12,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
60,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-07,churchlandlab,ibl_neuropixel_brainwide_01,0.686945,96.5714,789,60,12,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
61,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-10,churchlandlab,ibl_neuropixel_brainwide_01,0.689796,97.9021,735,61,12,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
62,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-11,churchlandlab,ibl_neuropixel_brainwide_01,0.683202,98.3607,887,62,12,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
63,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-12,churchlandlab,ibl_neuropixel_brainwide_01,0.666341,97.0874,1022,63,12,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
64,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-13,churchlandlab,ibl_neuropixel_brainwide_01,0.693621,97.1698,1113,64,13,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
65,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-14,churchlandlab,ibl_neuropixel_brainwide_01,0.680707,98.7179,736,65,13,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
66,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-17,churchlandlab,ibl_neuropixel_brainwide_01,0.682891,100.0,678,66,13,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
67,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-18,churchlandlab,ibl_neuropixel_brainwide_01,0.681128,100.0,461,67,13,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
68,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-19,churchlandlab,ibl_neuropixel_brainwide_01,0.699634,97.0732,1092,68,13,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
69,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-20,churchlandlab,ibl_neuropixel_brainwide_01,0.683099,94.97489999999999,994,69,14,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
70,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-21,churchlandlab,ibl_neuropixel_brainwide_01,0.697815,93.2584,1327,70,14,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
71,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-24,churchlandlab,ibl_neuropixel_brainwide_01,0.750424,97.0803,589,71,14,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
72,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-25,churchlandlab,ibl_neuropixel_brainwide_01,0.727273,94.8718,528,72,14,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
73,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-26,churchlandlab,ibl_neuropixel_brainwide_01,0.754717,97.7974,1007,73,14,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
74,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-27,churchlandlab,ibl_neuropixel_brainwide_01,0.686493,93.37349999999999,807,74,15,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
75,b04fd8a4-1ba4-4bc2-9593-238386281a6c,2020-02-28,churchlandlab,ibl_neuropixel_brainwide_01,0.777233,98.1818,1019,75,15,CSHL045,M,2019-08-06,CSHL,2020-01-16,CA
76,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-04,churchlandlab,ibl_neuropixel_brainwide_01,0.495822,49.5822,359,0,0,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
77,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-05,churchlandlab,ibl_neuropixel_brainwide_01,0.285714,28.571400000000004,168,1,0,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
78,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-06,churchlandlab,ibl_neuropixel_brainwide_01,0.388889,38.8889,468,2,0,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
79,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-08,churchlandlab,ibl_neuropixel_brainwide_01,0.504298,50.4298,349,3,0,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
80,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-11,churchlandlab,ibl_neuropixel_brainwide_01,0.266553,26.655299999999997,589,4,1,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
81,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-12,churchlandlab,ibl_neuropixel_brainwide_01,0.24867,24.867,752,5,1,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
82,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-13,churchlandlab,ibl_neuropixel_brainwide_01,0.266667,26.6667,585,6,1,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
83,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-14,churchlandlab,ibl_neuropixel_brainwide_01,0.498008,49.8008,502,7,1,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
84,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-15,churchlandlab,ibl_neuropixel_brainwide_01,0.657718,65.7718,596,8,1,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
85,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-18,churchlandlab,ibl_neuropixel_brainwide_01,0.698824,69.8824,425,9,2,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
86,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-19,churchlandlab,ibl_neuropixel_brainwide_01,0.74171,74.17099999999999,573,10,2,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
87,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-20,churchlandlab,ibl_neuropixel_brainwide_01,0.676399,67.6399,411,11,2,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
88,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-21,churchlandlab,ibl_neuropixel_brainwide_01,0.568556,56.855599999999995,547,12,2,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
89,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-22,churchlandlab,ibl_neuropixel_brainwide_01,0.789984,78.9984,619,13,2,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
90,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-25,churchlandlab,ibl_neuropixel_brainwide_01,0.771605,77.1605,648,14,3,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
91,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-26,churchlandlab,ibl_neuropixel_brainwide_01,0.561922,56.1922,541,15,3,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
92,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-11-27,churchlandlab,ibl_neuropixel_brainwide_01,0.708423,70.84230000000001,463,16,3,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
93,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-02,churchlandlab,ibl_neuropixel_brainwide_01,0.841954,84.19539999999999,696,17,3,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
94,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-03,churchlandlab,ibl_neuropixel_brainwide_01,0.78479,83.3735,618,18,3,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
95,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-04,churchlandlab,ibl_neuropixel_brainwide_01,0.671548,69.4444,478,19,4,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
96,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-05,churchlandlab,ibl_neuropixel_brainwide_01,0.40519,37.7261,501,20,4,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
97,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-06,churchlandlab,ibl_neuropixel_brainwide_01,0.615827,61.7587,695,21,4,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
98,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-09,churchlandlab,ibl_neuropixel_brainwide_01,0.706422,74.5714,545,22,4,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
99,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-10,churchlandlab,ibl_neuropixel_brainwide_01,0.804183,83.7681,526,23,4,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
100,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-11,churchlandlab,ibl_neuropixel_brainwide_01,0.804255,84.1216,470,24,5,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
101,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-12,churchlandlab,ibl_neuropixel_brainwide_01,0.77476,82.57759999999999,626,25,5,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
102,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-13,churchlandlab,ibl_neuropixel_brainwide_01,0.842949,89.2231,624,26,5,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
103,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-16,churchlandlab,ibl_neuropixel_brainwide_01,0.603604,60.9677,444,27,5,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
104,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-17,churchlandlab,ibl_neuropixel_brainwide_01,0.797422,83.0688,543,28,5,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
105,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-18,churchlandlab,ibl_neuropixel_brainwide_01,0.709343,75.5784,578,29,6,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
106,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-19,churchlandlab,ibl_neuropixel_brainwide_01,0.807396,87.5598,649,30,6,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
107,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-20,churchlandlab,ibl_neuropixel_brainwide_01,0.813433,88.2114,804,31,6,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
108,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-23,churchlandlab,ibl_neuropixel_brainwide_01,0.859585,90.7372,819,32,6,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
109,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-24,churchlandlab,ibl_neuropixel_brainwide_01,0.889193,92.6978,731,33,6,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
110,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2019-12-27,churchlandlab,ibl_neuropixel_brainwide_01,0.879556,91.6244,631,34,7,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
111,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-02,churchlandlab,ibl_neuropixel_brainwide_01,0.708029,89.4118,685,35,7,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
112,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-03,churchlandlab,ibl_neuropixel_brainwide_01,0.646226,94.958,636,36,7,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
113,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-06,churchlandlab,ibl_neuropixel_brainwide_01,0.590032,77.5,622,37,7,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
114,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-07,churchlandlab,ibl_neuropixel_brainwide_01,0.737483,95.0,739,38,7,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
115,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-08,churchlandlab,ibl_neuropixel_brainwide_01,0.677989,94.7712,736,39,8,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
116,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-09,churchlandlab,ibl_neuropixel_brainwide_01,0.680795,94.375,755,40,8,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
117,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-10,churchlandlab,ibl_neuropixel_brainwide_01,0.512479,75.0,601,41,8,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
118,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-13,churchlandlab,ibl_neuropixel_brainwide_01,0.659128,90.0709,619,42,8,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
119,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-14,churchlandlab,ibl_neuropixel_brainwide_01,0.725953,99.2,551,43,8,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
120,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-15,churchlandlab,ibl_neuropixel_brainwide_01,0.727559,99.2188,635,44,9,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
121,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-16,churchlandlab,ibl_neuropixel_brainwide_01,0.712349,94.7712,664,45,9,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
122,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-17,churchlandlab,ibl_neuropixel_brainwide_01,0.685579,93.0818,846,46,9,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
123,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-21,churchlandlab,ibl_neuropixel_brainwide_01,0.721154,95.9732,728,47,9,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
124,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-22,churchlandlab,ibl_neuropixel_brainwide_01,0.706931,95.1923,505,48,9,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
125,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-23,churchlandlab,ibl_neuropixel_brainwide_01,0.704942,98.0132,688,49,10,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
126,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,2020-01-24,churchlandlab,ibl_neuropixel_brainwide_01,0.673884,91.4634,739,50,10,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA
