,subject_uuid,lab_name,subject_project,session_date,subject_nickname,sex,subject_birth_date,avg_weight,total_water,watertype,weekend_water_regime
109,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-01-22,KS019,F,2019-04-30,22.5,0.9100000262260437,Water; Water 10% Sucrose,restr
110,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-01-23,KS019,F,2019-04-30,22.799999237060547,0.9040000140666962,Water; Water 10% Sucrose,restr
111,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-01-24,KS019,F,2019-04-30,23.799999237060547,0.9604999721050262,Water; Water 10% Sucrose,restr
112,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-01-27,KS019,F,2019-04-30,23.0,0.8799999952316284,Water; Water 10% Sucrose,restr
113,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-01-28,KS019,F,2019-04-30,22.600000381469727,0.863999992609024,Water; Water 10% Sucrose,restr
114,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-01-29,KS019,F,2019-04-30,22.700000762939453,0.8999999761581421,Water,restr
115,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-14,KS019,F,2019-04-30,23.5,0.9100000262260437,Water,restr
116,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-17,KS019,F,2019-04-30,22.700000762939453,0.8999999761581421,Water,restr
117,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-18,KS019,F,2019-04-30,22.700000762939453,0.9605000019073486,Water; Water 10% Sucrose,restr
118,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-19,KS019,F,2019-04-30,22.75,0.8809999972581863,Water; Water 10% Sucrose,restr
