,subject_uuid,subject_nickname,subject_birth_date,sex,subject_strain,subject_line,session_date,avg_weight,total_water
64,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-05,21.530000686645508,0.6800000190734863
65,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-09-27,20.010000228881836,0.6800000190734863
66,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-17,21.440000534057617,0.6800000190734863
67,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-09-19,22.68000030517578,0.6800000190734863
68,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-08,21.030000686645508,0.6800000190734863
69,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-09-28,19.709999084472656,0.6800000190734863
70,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-18,21.760000228881836,0.6800000190734863
71,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-09-20,22.65999984741211,0.6800000190734863
72,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-09,20.969999313354492,0.6800000190734863
73,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-01,20.18000030517578,0.6800000190734863
74,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-19,22.5,0.6800000190734863
75,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-09-21,23.110000610351562,0.6800000190734863
76,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-10,20.899999618530273,0.6800000190734863
77,069f70bb-9756-441b-aa69-76b4155547e4,ZM_202,2018-07-22,F,C57BL/6J,Thy1-GCaMP6s,2018-10-02,20.34000015258789,0.6800000190734863
78,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-02,20.8799991607666,3.8968254043942405
79,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-22,21.549999237060547,3.8968254043942405
80,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-24,20.420000076293945,3.8968254043942405
81,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-11,21.600000381469727,3.8968254043942405
82,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-03,20.850000381469727,3.8968254043942405
83,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-23,21.639999389648438,3.8968254043942405
84,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-25,20.850000381469727,3.8968254043942405
85,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-12,21.829999923706055,3.8968254043942405
86,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-17,20.420000076293945,3.8968254043942405
87,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-04,21.200000762939453,3.8968254043942405
88,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-26,21.5,3.8968254043942405
89,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-15,21.5,3.8968254043942405
90,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-18,20.6200008392334,3.8968254043942405
91,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-05,21.309999465942383,3.8968254043942405
92,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-27,21.3700008392334,3.8968254043942405
93,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-17,21.6200008392334,3.8968254043942405
94,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-19,20.850000381469727,3.8968254043942405
95,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-08,22.0,3.8968254043942405
96,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-28,21.1299991607666,3.8968254043942405
97,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-18,21.34000015258789,3.8968254043942405
98,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-20,20.260000228881836,3.8968254043942405
99,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-09,22.170000076293945,3.8968254043942405
100,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-01,21.389999389648438,3.8968254043942405
101,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-19,21.530000686645508,3.8968254043942405
102,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-21,20.3700008392334,3.8968254043942405
103,07befa52-9512-4b7b-a744-c4ffd9ee6b66,6873,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-10,21.5,3.8968254043942405
104,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-21,25.440000534057617,0.6800000190734863
105,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-10,22.6299991607666,0.6800000190734863
106,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-02,22.940000534057617,0.6800000190734863
107,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-22,24.399999618530273,0.6800000190734863
108,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-24,25.239999771118164,0.6800000190734863
109,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-11,23.25,0.6800000190734863
110,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-03,23.34000015258789,0.6800000190734863
111,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-23,24.350000381469727,0.6800000190734863
112,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-25,24.06999969482422,0.6800000190734863
113,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-12,23.200000762939453,0.6800000190734863
114,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-17,25.139999389648438,0.6800000190734863
115,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-04,22.989999771118164,0.6800000190734863
116,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-26,23.459999084472656,0.6800000190734863
117,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-15,23.549999237060547,0.6800000190734863
118,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-18,25.059999465942383,0.6800000190734863
119,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-05,23.440000534057617,0.6800000190734863
120,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,23.3799991607666,0.6800000190734863
121,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,23.440000534057617,0.6800000190734863
122,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,25.59000015258789,0.6800000190734863
123,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,22.850000381469727,0.6800000190734863
124,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,22.6299991607666,0.6800000190734863
125,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,23.700000762939453,0.6800000190734863
126,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,25.25,0.6800000190734863
127,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,22.84000015258789,0.6800000190734863
128,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-01,22.479999542236328,0.6800000190734863
129,1deb9263-97d5-433b-90ab-0c10512bb706,ZM_206,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-19,24.170000076293945,0.6800000190734863
130,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-01,27.0,1.6825396844318934
131,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-19,27.200000762939453,1.6825396844318934
132,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-21,30.190000534057617,1.6825396844318934
133,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-10,27.260000228881836,1.6825396844318934
134,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-02,27.049999237060547,1.6825396844318934
135,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-22,27.010000228881836,1.6825396844318934
136,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-24,29.469999313354492,1.6825396844318934
137,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-11,27.719999313354492,1.6825396844318934
138,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-03,26.75,1.6825396844318934
139,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-23,27.31999969482422,1.6825396844318934
140,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-25,28.700000762939453,1.6825396844318934
141,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-12,27.530000686645508,1.6825396844318934
142,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-17,28.899999618530273,1.6825396844318934
143,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-04,26.459999084472656,1.6825396844318934
144,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-26,28.5,1.6825396844318934
145,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-15,26.850000381469727,1.6825396844318934
146,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-18,28.399999618530273,1.6825396844318934
147,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-05,27.049999237060547,1.6825396844318934
148,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,28.100000381469727,1.6825396844318934
149,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,27.1200008392334,1.6825396844318934
150,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,29.25,1.6825396844318934
151,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,26.229999542236328,1.6825396844318934
152,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,27.770000457763672,1.6825396844318934
153,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,26.739999771118164,1.6825396844318934
154,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,29.31999969482422,1.6825396844318934
155,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,27.049999237060547,1.6825396844318934
156,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-09,19.360000610351562,1.5634920682225908
157,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-01,20.770000457763672,1.5634920682225908
158,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-19,20.989999771118164,1.5634920682225908
159,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-21,22.170000076293945,1.5634920682225908
160,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-10,19.0,1.5634920682225908
