,subject_uuid,lab_name,subject_project,days_to_trained,subject_nickname,sex,subject_birth_date,institution_short,date_trained,weekend_water_regime,mouse,perf_easy,n_trials,rt,threshold,bias,lapse_low,lapse_high,lapse
114,cff66dc1-765e-4e04-abef-92de05bf4f19,angelakilab,ibl_neuropixel_brainwide_01,10.0,IBL-T1,M,2018-11-27,NYU,2019-02-21,CA,IBL-T1,93.95161290322581,864.25,0.29835099999991144,9.465023317261569,0.5494376892940597,0.09508748249563967,0.041606828607382046,0.06834715555151086
115,d1c7418a-77c8-43d5-bfe3-2f91e858252d,wittenlab,ibl_neuropixel_brainwide_01,6.0,ibl_witten_12,F,2019-03-19,Princeton,2019-07-16,restr,ibl_witten_12,90.76175040518638,686.3333333333334,0.34029999999984284,11.853631485380983,-0.45365178112419097,0.08559925607879817,0.1755453027167862,0.1305722793977922
116,d528fe0e-ac52-4fdc-bfb9-c545e44ded66,danlab,ibl_neuropixel_brainwide_01,4.0,DY_011,M,2019-08-18,Berkeley,2019-11-27,restr,DY_011,86.08108108108108,416.3333333333333,0.6605999999999312,13.004659527441158,6.841450414658993,0.1348739175867073,0.09411224915979548,0.1144930833732514
117,d6e6aa02-a6ec-4d35-a89d-bfe4c7684ba2,mrsicflogellab,ibl_neuropixel_brainwide_01,23.0,SWC_039,F,2019-12-11,SWC,2020-03-17,restr,SWC_039,90.55793991416309,718.0,0.372800499999812,13.738913634717491,-14.069149329383919,0.08961649675052868,0.1412213044796245,0.11541890061507659
118,da62bb12-f2f0-4e90-9d9a-413a8537b33b,mainenlab,ibl_neuropixel_brainwide_01,21.0,ZM_1372,F,2018-12-31,CCU,2019-05-02,CA,ZM_1372,87.19153936545241,684.3333333333334,0.4656999999999698,6.7401997427715035,7.93615417172296,0.13312333370128873,0.15280702650875097,0.14296518010501985
119,df2d615d-f8e1-41e5-bcab-480c8e4ba09f,angelakilab,ibl_neuropixel_brainwide_01,10.0,NYU-06,F,2019-02-26,NYU,2019-06-12,CA,NYU-06,92.97971918876755,1005.3333333333334,0.46465150000005906,15.388864445498081,-1.6372152226356365,0.11416517279876014,0.06930282651424205,0.09173399965650109
120,dffc24bc-bd97-4c2a-bef3-3e9320dc3dd7,churchlandlab,ibl_neuropixel_brainwide_01,35.0,CSHL046,M,2019-08-06,CSHL,2020-01-02,CA,CSHL046,91.59369527145358,682.3333333333334,0.4591505000000211,17.408486608371884,15.08779033514893,0.10756598335804991,0.07340974438723419,0.09048786387264204
121,e0648c91-1b52-47be-9c74-be614af8ba76,hoferlab,ibl_neuropixel_brainwide_01,24.0,SWC_015,M,2019-06-04,SWC,2019-09-25,restr,SWC_015,85.36585365853658,661.0,0.5340009999996482,8.84803426000404,8.552603229495068,0.19453051605025268,0.10733815513384644,0.15093433559204955
122,e0b2075a-7a47-473c-9cdd-426dd20f6dfa,zadorlab,ibl_neuropixel_brainwide_01,8.0,CSH_ZAD_002,F,2019-04-16,CSHL,2019-08-20,CA,CSH_ZAD_002,90.11406844106465,484.6666666666667,1.7068000000000438,8.282339096279305,-7.807239904556375,0.02531409838487165,0.1764162271708607,0.10086516277786617
123,e1ceadd7-e3c2-4fd9-98bc-148f17dd60c6,mainenlab,ibl_neuropixel_brainwide_01,27.0,ZM_1367,M,2018-12-24,CCU,2019-05-09,CA,ZM_1367,95.1219512195122,1035.6666666666667,0.2537999999999556,18.000122756359044,3.7804859596177076,0.010294697405282712,0.12035021284894085,0.06532245512711178
