,subject_uuid,subject_nickname,subject_birth_date,sex,subject_strain,subject_line,session_date,avg_weight
184,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-18,23.649999618530273
185,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-03,28.139999389648438
186,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-11,23.950000762939453
187,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-04,27.56999969482422
188,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-12,24.209999084472656
189,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-24,27.049999237060547
190,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-05,27.639999389648438
191,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-13,24.010000228881836
192,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-25,29.059999465942383
193,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-06,27.09000015258789
194,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-14,24.450000762939453
195,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-26,29.719999313354492
196,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-07,25.889999389648438
197,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-15,24.190000534057617
198,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-27,30.0
199,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-08,25.139999389648438
200,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-16,23.860000610351562
201,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-03,24.309999465942383
202,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-11,20.469999313354492
203,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-04,23.950000762939453
204,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-12,20.299999237060547
205,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-24,25.479999542236328
206,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-05,23.75
207,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-13,20.399999618530273
208,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-25,25.149999618530273
209,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-06,23.290000915527344
210,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-14,21.020000457763672
211,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-26,25.100000381469727
212,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-07,22.09000015258789
213,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-15,21.06999969482422
214,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-27,25.06999969482422
215,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-08,21.200000762939453
216,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-16,20.989999771118164
217,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-28,24.75
218,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-09,20.6200008392334
219,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-17,21.049999237060547
220,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-02,26.43000030517578
221,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-10,20.920000076293945
222,69e2a51f-84a1-4732-a240-2212ad78f452,CSHL066,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-18,21.280000686645508
223,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-24,47.040000915527344
224,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-05,42.29999923706055
225,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-13,34.22999954223633
226,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-25,46.150001525878906
227,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-06,42.18000030517578
228,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-14,33.689998626708984
229,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-26,46.79999923706055
230,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-07,39.939998626708984
231,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-15,33.0
232,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-27,46.70000076293945
233,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-08,39.060001373291016
234,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-16,33.25
235,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-28,46.560001373291016
236,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-09,38.060001373291016
237,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-17,33.15999984741211
238,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-02,47.220001220703125
239,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-10,36.83000183105469
240,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-18,32.97999954223633
241,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-03,44.47999954223633
242,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-11,36.029998779296875
243,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-04,43.04999923706055
244,7b29948a-485b-4a63-80ab-c8010ffc284a,CSHL071,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-12,35.08000183105469
245,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-26,26.700000762939453
246,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-09,28.75
247,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-27,26.700000762939453
248,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-10,28.079999923706055
249,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-28,27.299999237060547
250,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-11,27.25
251,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-02,28.920000076293945
252,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-12,28.100000381469727
253,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-03,28.200000762939453
254,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-13,27.719999313354492
255,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-04,28.040000915527344
256,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-14,27.459999084472656
257,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-24,29.510000228881836
258,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-05,27.489999771118164
259,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-25,27.579999923706055
260,7b502159-9b6b-4cd0-89c4-4947c35ee0c2,CSHL031,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-06,27.6299991607666
261,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-26,28.040000915527344
262,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-09,28.270000457763672
263,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-27,28.299999237060547
264,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-10,28.059999465942383
265,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-28,27.670000076293945
266,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-11,27.65999984741211
267,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-02,29.760000228881836
268,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-12,28.100000381469727
269,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-03,29.760000228881836
270,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-13,27.479999542236328
271,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-04,27.030000686645508
272,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-14,27.440000534057617
273,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-24,29.5
274,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-05,26.8799991607666
275,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-02-25,28.270000457763672
276,8a6a484f-ca8e-4858-a6cf-672e6da9cea4,CSHL029,2019-02-19,M,C57BL/6J,C57BL/6J,2020-03-06,26.959999084472656
277,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-26,35.16999816894531
278,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-09,31.100000381469727
279,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-17,31.84000015258789
280,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-02,35.380001068115234
281,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-10,32.060001373291016
282,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-18,31.350000381469727
283,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-03,32.619998931884766
284,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-11,32.02000045776367
285,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-04,31.489999771118164
286,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-12,32.79999923706055
287,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-05,31.34000015258789
288,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-13,31.719999313354492
289,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-06,30.459999084472656
290,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-14,31.420000076293945
291,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-24,34.79999923706055
292,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-07,25.190000534057617
293,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-15,32.189998626708984
294,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-25,35.349998474121094
295,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-08,25.520000457763672
296,a0c96a58-da92-4ca4-80b3-b951c646b102,CSHL063,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-16,31.479999542236328
297,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-03,29.389999389648438
298,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-11,30.760000228881836
299,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-04,28.649999618530273
300,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-12,30.25
301,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-24,34.34000015258789
302,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-05,28.030000686645508
303,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-13,30.0
304,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-25,34.91999816894531
305,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-06,27.239999771118164
306,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-14,30.190000534057617
307,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-26,34.900001525878906
308,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-07,29.350000381469727
309,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-15,29.979999542236328
310,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-27,34.56999969482422
311,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-08,30.100000381469727
312,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-16,28.68000030517578
313,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-28,34.560001373291016
314,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-09,30.299999237060547
315,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-17,28.90999984741211
316,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-02,34.09000015258789
317,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-10,30.530000686645508
318,a1da6d49-eb16-4abc-af5d-e391c5dfa7af,CSHL065,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-18,29.399999618530273
319,b04fd8a4-1ba4-4bc2-9593-238386281a6c,CSHL045,2019-08-06,M,C57BL/6J,C57BL/6J,2020-02-24,25.93000030517578
320,b04fd8a4-1ba4-4bc2-9593-238386281a6c,CSHL045,2019-08-06,M,C57BL/6J,C57BL/6J,2020-02-25,25.700000762939453
321,b04fd8a4-1ba4-4bc2-9593-238386281a6c,CSHL045,2019-08-06,M,C57BL/6J,C57BL/6J,2020-02-26,24.329999923706055
322,b04fd8a4-1ba4-4bc2-9593-238386281a6c,CSHL045,2019-08-06,M,C57BL/6J,C57BL/6J,2020-02-27,24.700000762939453
323,b04fd8a4-1ba4-4bc2-9593-238386281a6c,CSHL045,2019-08-06,M,C57BL/6J,C57BL/6J,2020-02-28,22.450000762939453
324,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-27,27.25
325,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-08,22.139999389648438
326,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-16,21.049999237060547
327,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-28,27.15999984741211
328,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-09,21.440000534057617
329,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-17,21.18000030517578
330,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-02,27.219999313354492
331,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-10,21.5
332,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-18,21.329999923706055
333,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-03,25.280000686645508
334,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-11,20.959999084472656
335,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-04,24.5
336,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-12,20.799999237060547
337,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-24,27.010000228881836
338,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-05,24.31999969482422
339,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-13,20.799999237060547
340,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-25,26.850000381469727
341,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-06,23.719999313354492
342,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-14,20.989999771118164
343,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-26,27.100000381469727
344,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-07,22.799999237060547
345,bf1acd37-ec6d-4e2d-8e88-c2b8c529af72,CSHL067,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-15,20.899999618530273
346,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-02,40.63999938964844
347,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-10,32.349998474121094
348,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-18,32.5
349,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-03,38.52000045776367
350,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-11,32.36000061035156
351,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-04,37.36000061035156
352,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-12,32.130001068115234
353,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-24,40.9900016784668
354,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-05,37.4900016784668
355,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-13,31.600000381469727
356,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-25,40.709999084472656
357,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-06,36.84000015258789
358,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-14,31.479999542236328
359,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-26,41.099998474121094
360,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-07,34.529998779296875
361,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-15,32.630001068115234
362,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-27,40.849998474121094
363,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-08,33.720001220703125
364,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-16,32.47999954223633
365,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-28,40.86000061035156
366,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-09,33.209999084472656
367,c9cf105b-243f-4f58-a6cc-53cd3ec5fdc4,CSHL072,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-17,32.7400016784668
