,subject_uuid,subject_nickname,subject_birth_date,sex,subject_strain,subject_line,session_date,avg_weight
67,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-07,29.780000686645508
68,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-27,32.52000045776367
69,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-08,30.200000762939453
70,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-28,32.470001220703125
71,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-09,26.290000915527344
72,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-02,33.619998931884766
73,364fc3a9-743e-4af2-a284-bf3bfc43c8c6,CSHL064,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-10,28.299999237060547
74,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-02,30.09000015258789
75,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-10,26.670000076293945
76,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-03,27.81999969482422
77,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-11,26.649999618530273
78,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-04,27.719999313354492
79,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-16,27.280000686645508
80,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-24,30.020000457763672
81,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-05,27.420000076293945
82,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-17,26.030000686645508
83,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-25,29.93000030517578
84,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-06,26.34000015258789
85,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-18,26.100000381469727
86,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-26,29.700000762939453
87,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-07,26.360000610351562
88,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-27,29.25
89,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-08,26.299999237060547
90,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-02-28,31.739999771118164
91,39cb5ecc-8e1a-40c9-b63c-ee4c522487ff,CSHL062,2019-08-13,M,C57BL/6J,C57BL/6J,2020-03-09,26.1200008392334
92,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-27,21.6299991607666
93,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-10,21.100000381469727
94,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-28,20.520000457763672
95,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-11,20.959999084472656
96,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-02,21.93000030517578
97,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-12,20.799999237060547
98,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-03,21.200000762939453
99,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-13,21.010000228881836
100,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-04,21.040000915527344
101,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-24,21.700000762939453
102,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-05,21.1299991607666
103,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-25,21.270000457763672
104,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-06,20.940000534057617
105,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-26,21.600000381469727
106,4a5fa869-d57e-4b67-8a6a-775f4f239d7b,CSHL022,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-09,20.610000610351562
107,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-28,20.739999771118164
108,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-11,21.450000762939453
109,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-02,22.899999618530273
110,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-12,22.030000686645508
111,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-03,22.100000381469727
112,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-13,21.299999237060547
113,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-04,21.75
114,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-14,20.979999542236328
115,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-24,21.940000534057617
116,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-05,21.639999389648438
117,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-25,21.530000686645508
118,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-06,21.579999923706055
119,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-26,21.5
120,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-09,21.899999618530273
121,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-02-27,21.25
122,4c662aec-bf19-447b-b101-640fd761d422,CSHL026,2019-02-19,F,C57BL/6J,C57BL/6J,2020-03-10,21.850000381469727
123,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-02-28,24.790000915527344
124,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-11,24.700000762939453
125,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-02,26.6299991607666
126,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-12,24.850000381469727
127,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-03,25.049999237060547
128,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-13,24.670000076293945
129,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-04,24.309999465942383
130,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-14,24.31999969482422
131,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-05,24.719999313354492
132,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-15,26.469999313354492
133,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-02-24,26.625
134,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-06,24.989999771118164
135,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-16,27.5
136,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-02-25,25.75
137,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-09,25.440000534057617
138,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-02-26,25.3700008392334
139,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-03-10,25.31999969482422
140,4ebed911-f6c9-4c11-866f-31e26f191a5b,CSHL058,2019-10-15,M,C57BL/6J,C57BL/6J,2020-02-27,24.81999969482422
141,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-26,33.900001525878906
142,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-07,28.549999237060547
143,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-15,30.229999542236328
144,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-27,34.540000915527344
145,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-08,28.75
146,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-16,30.059999465942383
147,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-28,34.31999969482422
148,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-09,28.889999389648438
149,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-17,29.860000610351562
150,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-02,34.41999816894531
151,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-10,28.700000762939453
152,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-18,29.34000015258789
153,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-03,32.56999969482422
154,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-11,29.139999389648438
155,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-04,31.43000030517578
156,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-12,29.18000030517578
157,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-24,34.810001373291016
158,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-05,30.639999389648438
159,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-13,29.1299991607666
160,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-02-25,34.220001220703125
161,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-06,30.040000915527344
162,545864da-7b5f-4176-9f42-0c75762b0324,CSHL075,2019-04-02,M,C57BL/6J,C57BL/6J,2020-03-14,29.440000534057617
163,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-02-28,24.799999237060547
164,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-11,25.450000762939453
165,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-02,26.6299991607666
166,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-12,24.520000457763672
167,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-03,25.299999237060547
168,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-13,25.850000381469727
169,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-05,24.68000030517578
170,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-16,27.940000534057617
171,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-02-24,26.81999969482422
172,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-06,24.5
173,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-02-25,25.780000686645508
174,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-07,24.459999084472656
175,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-02-26,25.059999465942383
176,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-08,24.200000762939453
177,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-02-27,24.760000228881836
178,56a0f31c-96b1-432e-b209-dc7b71f0f61a,CSHL_018,2018-10-10,M,C57BL/6J,C57BL/6J,2020-03-10,25.34000015258789
179,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-02-28,29.520000457763672
180,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-09,24.489999771118164
181,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-17,24.1299991607666
182,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-02,29.780000686645508
183,62f0326e-f64d-43c7-b710-d0810ce7bedd,CSHL070,2019-04-16,F,C57BL/6J,C57BL/6J,2020-03-10,24.579999923706055
