,subject_uuid,session_date,subject_nickname,sex,subject_birth_date,ear_mark,subject_line,subject_source,protocol_number,subject_description,subject_ts,subject_strain,avg_weight,session_day,condition
131,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-28,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.02080535248622,19,6
132,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-06,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0103355638132798,28,6
133,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-14,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9728187586637151,36,6
134,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-26,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9422818958359277,48,5
135,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-11,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9989932719493072,2,1
136,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-20,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0251677852348993,11,1
137,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-29,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0120805701953453,20,6
138,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-07,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9859060569097532,29,6
139,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-17,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9422818958359277,39,6
140,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-27,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0033557046979866,49,5
141,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-12,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0120805701953453,3,1
143,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-30,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.007718137446666,21,6
144,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-08,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.959731543624161,30,6
145,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-19,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9527516845088677,41,5
146,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-10-01,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.028657714792546,53,5
147,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-13,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9859060569097532,4,1
148,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-22,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.007718137446666,13,1
149,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-31,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0295302179835786,22,6
150,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-09,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9728187586637151,31,6
151,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-20,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.964966479563873,42,5
152,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-10-03,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0033557046979866,55,5
153,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-14,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0164429197375406,5,1
154,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-24,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9989932719493072,15,1
155,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-01,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.02080535248622,23,6
156,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-10,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.959731543624161,32,6
157,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-21,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9806711209700412,43,5
158,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-15,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.959731543624161,6,1
159,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-25,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0120805701953453,16,6
160,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-02,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.007718137446666,24,6
161,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-11,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9728187586637151,33,6
162,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-23,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9684564091215198,45,5
163,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-16,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9946308392006279,7,1
164,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-26,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0033557046979866,17,6
165,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-04,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0120805701953453,26,6
166,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-12,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9771811914123945,34,6
167,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-24,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9867785601007858,46,5
168,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-09,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0033557046979866,0,1
169,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-17,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9902684896584325,8,1
170,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-08-27,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.007718137446666,18,6
171,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-05,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0120805701953453,27,6
172,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-13,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9771811914123945,35,6
173,64ff6fea-89a5-449d-a9f4-53f4b200e7db,2018-09-25,IBL_20,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9784899461989435,47,5
174,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-10,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0479212778201945,1,1
175,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-19,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9819104719365852,10,1
176,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-29,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9654077901384314,20,6
177,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-07,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9654077901384314,29,6
178,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-17,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9612821000161444,39,6
179,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-27,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0726753398629223,49,5
180,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-11,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0355442861443278,2,1
181,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-20,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.002538843857026,11,1
182,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-30,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9777848605052922,21,6
183,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-08,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9695334802607183,30,6
184,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-19,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0359568630256557,41,5
185,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-10-01,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0788638357008558,53,5
186,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-12,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0190416043461739,3,1
187,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-22,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0190416043461739,13,1
188,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-31,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.006664533979313,22,6
189,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-09,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9530307984625644,31,6
190,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-20,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0338939786190153,42,5
191,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-10-03,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0726753398629223,55,5
192,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-13,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9942875423034461,4,1
193,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-24,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0149159142238868,15,1
194,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-01,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9901618521811592,23,6
195,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-10,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9571564885848514,32,6
196,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-21,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0648365364996766,43,5
197,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-14,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9695334802607183,5,1
198,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-25,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9819104719365852,16,6
199,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-02,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9777848605052922,24,6
200,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-11,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9942875423034461,33,6
201,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-23,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0520469679424815,45,5
202,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-15,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9571564885848514,6,1
203,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-26,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9612821000161444,17,6
204,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-04,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9777848605052922,26,6
205,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-12,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9736591703830053,34,6
206,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-24,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0644239596183485,46,5
207,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-16,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9612821000161444,7,1
208,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-27,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9282767364198367,18,6
209,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-05,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.998413232425733,27,6
210,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-13,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9695334802607183,35,6
211,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-25,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.083402102704471,47,5
212,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-09,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0437955876979077,0,1
213,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-17,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9530307984625644,8,1
214,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-08-28,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9612821000161444,19,6
215,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-06,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9757219760986517,28,6
216,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-14,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0079022646232974,36,6
217,6af88109-8b3d-485c-8486-f8b35d2bf061,2018-09-26,IBL_23,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0396699762666146,48,5
218,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-13,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9693985536715592,4,1
219,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-22,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9876890743186282,13,1
220,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-31,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.992261726284416,22,6
221,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-09,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8688005592885567,31,6
222,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-20,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.918642282561871,42,5
223,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-10-03,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9145269045142702,55,5
224,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-14,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9831164223528405,5,1
225,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-24,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9785437703870526,15,1
226,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-01,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.992261726284416,23,6
227,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-10,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8322195179944186,32,6
228,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-21,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.917727734725497,43,5
229,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-15,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.992261726284416,6,1
230,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-25,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9785437703870526,16,6
231,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-02,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9648259017057714,24,6
232,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-11,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8505100386414877,33,6
233,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-23,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.900809035832989,45,5
234,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-16,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0151248988972728,7,1
235,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-26,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9648259017057714,17,6
236,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-04,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9328174251613391,26,6
237,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-12,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8322195179944186,34,6
238,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-24,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9273303125752594,46,5
239,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-09,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0562785921571984,0,1
240,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-17,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.010552246931485,8,1
241,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-27,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9648259017057714,18,6
242,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-05,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9328174251613391,27,6
243,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-13,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8230742140628432,35,6
244,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-25,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.917727734725497,47,5
245,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-10,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.0196974636469784,1,1
246,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-19,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9968342910341217,10,1
247,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-28,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9785437703870526,19,6
248,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-06,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9040098660442157,28,6
249,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-14,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8527963210163405,36,6
250,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-26,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8688005592885567,48,5
251,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-11,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9968342910341217,2,1
252,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-20,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9876890743186282,11,1
253,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-29,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9693985536715592,20,6
254,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-07,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8916637319014135,29,6
255,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-17,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8596552553569812,39,6
256,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-27,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9145269045142702,49,5
257,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-12,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,1.005979594965697,3,1
259,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-08-30,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9648259017057714,21,6
260,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-08,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.8642279073227689,30,6
261,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-09-19,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.899437214078428,41,5
262,a7ccdd67-8443-458a-a0ba-2f76a826a7a7,2018-10-01,IBL_21,M,2018-04-23,,C57BL/6NCrl,Charles River,1,,2019-08-06 21:30:42,C57BL/6N,0.9602532497399837,53,5
263,be2c4e29-f9a6-4e23-b3b9-d1b97bcacff0,2018-08-10,IBL_27,M,2018-04-23,,C57BL/6NCrl,Charles River,1,"Escaped the animal room on Friday the 28th of September, had to be put down.",2019-08-06 21:30:42,C57BL/6N,0.9884589156454927,1,1
